Country,Region,Producer,Wine name,Vintage,Unit size,WA score,Vinous score,Quantity, Offer Price 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Adrianna Vineyard White Stones Chardonnay, Mendoza",2020,3x75cl,,97,5, $325.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Catena Alta Cabernet Sauvignon, Mendoza",2018,6x75cl,92,92,4, $390.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Gualtallary Adrianna Vineyard Fortuna Terrae Malbec, Tupungato",2018,3x75cl,97,94,1, $328.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Malbec Argentino, Mendoza",2019,1x150cl,96,95,8, $332.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Malbec Argentino, Mendoza",2019,4x75cl,96,95,5, $654.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Nicolas Catena Zapata, Mendoza",2016,6x75cl,,96,20, $579.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Nicolas Catena Zapata, Mendoza",2018,6x75cl,,96,9, $449.00 
Argentina,Mendoza,Catena Zapata,"Catena Zapata, Nicolas Catena Zapata, Mendoza",2019,6x75cl,,96,4, $674.00 
Argentina,Mendoza,Cheval Blanc & Terrazas de Los Andes,"Cheval Blanc & Terrazas de Los Andes, Cheval des Andes, Mendoza",2016,6x75cl,97,95,21, $585.00 
Argentina,Mendoza,Cheval Blanc & Terrazas de Los Andes,"Cheval Blanc & Terrazas de Los Andes, Cheval des Andes, Mendoza",2017,6x75cl,97,95,32, $798.00 
Argentina,Mendoza,Cheval Blanc & Terrazas de Los Andes,"Cheval Blanc & Terrazas de Los Andes, Cheval des Andes, Mendoza",2018,6x75cl,98,96,32, $589.00 
Argentina,Mendoza,Cheval Blanc & Terrazas de Los Andes,"Cheval Blanc & Terrazas de Los Andes, Cheval des Andes, Mendoza",2019,6x75cl,,97,1, $543.00 
Argentina,Mendoza,Familia Zuccardi,"Familia Zuccardi, Paraje Altamira Finca Canal Uco, Uco Valley",2019,6x75cl,,,1, $666.00 
Argentina,Mendoza,Familia Zuccardi,"Familia Zuccardi, Paraje Altamira Finca Piedra Infinita, Uco Valley",2015,6x75cl,98,95,2," $1,341.00 "
Argentina,Mendoza,Familia Zuccardi,"Familia Zuccardi, Paraje Altamira Finca Piedra Infinita, Uco Valley",2016,3x75cl,100,96,1, $512.00 
Argentina,Patagonia,Chacra,"Bodega Chacra, Cincuenta y Cinco Pinot Noir, Patagonia",2017,6x75cl,97,,15, $511.00 
Australia,New South Wales,Clonakilla,"Clonakilla, Shiraz Viognier, Canberra District",2014,6x75cl,93,93,1, $819.00 
Australia,South Australia,Ben Glaetzer,"Ben Glaetzer, Amon Ra, Barossa Valley",2020,6x75cl,,,1, $756.00 
Australia,South Australia,Clarendon Hills,"Clarendon Hills, Astralis, South Australia",2006,6x75cl,99,95,1," $2,002.00 "
Australia,South Australia,Clarendon Hills,"Clarendon Hills, Astralis, South Australia",2007,6x75cl,97,95,2," $1,519.00 "
Australia,South Australia,Henschke,"Henschke, Hill of Grace Vineyard, Eden Valley",2003,3x75cl,94,,4," $2,567.00 "
Australia,South Australia,Henschke,"Henschke, Hill of Grace Vineyard, Eden Valley",2008,3x75cl,96,93,1," $1,740.00 "
Australia,South Australia,Henschke,"Henschke, Hill of Grace Vineyard, Eden Valley",2009,3x75cl,97,96,5," $2,576.00 "
Australia,South Australia,Henschke,"Henschke, Hill of Grace Vineyard, Eden Valley",2013,3x75cl,97,96,2," $2,528.00 "
Australia,South Australia,Henschke,"Henschke, Hill of Grace Vineyard, Eden Valley",2015,3x75cl,98,95,1," $2,279.00 "
Australia,South Australia,Henschke,"Henschke, Mount Edelstone Vineyard, Eden Valley",2013,6x75cl,96,,6," $1,130.00 "
Australia,South Australia,Henschke,"Henschke, Mount Edelstone Vineyard, Eden Valley",2015,6x75cl,95,95,10, $992.00 
Australia,South Australia,John Duval Wines,"John Duval Wines, Eligo, Barossa Valley",2015,6x75cl,,95,4, $929.00 
Australia,South Australia,Penfolds,"Penfolds, Bin 111A Shiraz, South Australia",2016,6x75cl,100,,3," $5,564.00 "
Australia,South Australia,Penfolds,"Penfolds, Bin 170 Shiraz, Barossa Valley",2010,3x75cl,,96,2," $2,095.00 "
Australia,South Australia,Penfolds,"Penfolds, Bin 389 Cabernet Shiraz, South Australia",2012,6x75cl,91,,2, $770.00 
Australia,South Australia,Penfolds,"Penfolds, Bin 707 Cabernet Sauvignon, South Australia",2015,6x75cl,95,95,1," $1,845.00 "
Australia,South Australia,Penfolds,"Penfolds, Bin 798 RWT Shiraz, Barossa Valley",2016,6x75cl,97,95,1," $1,260.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2011,6x75cl,93,93,1," $2,484.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2013,6x75cl,100,96,2," $2,744.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2014,6x75cl,98,97,2," $2,641.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2015,6x75cl,98,98,8," $3,230.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2016,3x150cl,99,98,1," $2,746.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2016,6x75cl,99,98,1," $2,458.00 "
Australia,South Australia,Penfolds,"Penfolds, Grange, South Australia",2017,6x75cl,,97,8," $2,383.00 "
Australia,South Australia,Penfolds,"Penfolds, RWT Shiraz, Barossa Valley",2014,6x75cl,92,94,31, $721.00 
Australia,South Australia,Penfolds,"Penfolds, St. Henri Shiraz, South Australia",2016,6x75cl,96,94,6, $565.00 
Australia,South Australia,Penfolds,"Penfolds, St. Henri Shiraz, South Australia",2018,6x75cl,,95,1, $693.00 
Australia,South Australia,Torbreck,"Torbreck, RunRig, Barossa Valley",2005,6x75cl,98,95,1," $1,415.00 "
Australia,South Australia,Torbreck,"Torbreck, The Laird, Barossa Valley",2013,3x75cl,97,,1," $1,389.00 "
Australia,South Eastern Australia,Penfolds,"Penfolds, g5",1000,1x75cl,,,4," $3,481.00 "
Australia,Western Australia,Cullen,"Cullen, Diana Madeline, Margaret River",2016,6x75cl,,95,1," $1,181.00 "
Chile,Aconcagua,Errazuriz,"Errazuriz, Las Pizarras Pinot Noir, Aconcagua",2015,6x75cl,94,91,1, $620.00 
Chile,Aconcagua,Sena,"Sena, Aconcagua Valley",2014,12x37.5cl,,93,15, $878.00 
Chile,Aconcagua,Sena,"Sena, Aconcagua Valley",2015,6x75cl,,94,1, $777.00 
Chile,Aconcagua,Sena,"Sena, Aconcagua Valley",2018,6x75cl,,95,35, $682.00 
Chile,Aconcagua,Sena,"Sena, Aconcagua Valley",2019,6x75cl,,96,8, $803.00 
Chile,Aconcagua,Sena,"Sena, Aconcagua Valley",2020,6x75cl,,94,18, $898.00 
Chile,Central Valley,Bournet-Lapostolle,"Domaine Bournet-Lapostolle, Clos Apalta, Apalta",2015,6x75cl,,,5, $786.00 
Chile,Central Valley,Bournet-Lapostolle,"Domaine Bournet-Lapostolle, Clos Apalta, Apalta",2016,6x75cl,,93,3, $773.00 
Chile,Central Valley,Bournet-Lapostolle,"Domaine Bournet-Lapostolle, Clos Apalta, Apalta",2018,6x75cl,,96,9, $847.00 
Chile,Central Valley,Lapostolle,"Casa Lapostolle, Le Petit Clos, Colchagua Valley",2018,6x75cl,,94,16, $329.00 
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva EPU, Maipo Valley",2019,6x75cl,,92,11, $448.00 
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva EPU, Maipo Valley",2020,6x75cl,,93,15, $524.00 
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2013,6x75cl,94,93,7," $1,445.00 "
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2014,6x75cl,94,92,3," $1,138.00 "
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2016,6x75cl,95,95,8, $939.00 
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2017,6x75cl,94,94,1, $955.00 
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2018,6x75cl,96,95,21," $1,385.00 "
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2019,6x75cl,,96,10," $1,097.00 "
Chile,Central Valley,Rothschild & Concha Y Toro,"Rothschild & Concha Y Toro, Almaviva, Maipo Valley",2020,6x75cl,,95,2," $1,109.00 "
Chile,Central Valley,Vina Don Melchor,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2008,1x150cl,92,93,1, $710.00 
Chile,Central Valley,Vina Don Melchor,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2012,1x150cl,91,,1, $264.00 
Chile,Central Valley,Vina Don Melchor,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2016,1x150cl,94,,1, $318.00 
Chile,Central Valley,Vina Don Melchor,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",2016,6x75cl,94,,1, $755.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2017,1x150cl,94,94,5, $254.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2017,6x75cl,94,94,85, $837.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2017,6x75cl,94,94,67, $938.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2018,1x150cl,,96,1, $227.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2018,6x75cl,,96,24, $768.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2019,6x75cl,,96,83, $701.00 
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2020,6x75cl,,95,309," $1,240.00 "
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2021,6x75cl,,97,106," $1,059.00 "
Chile,Central Valley,Vina Don Melchor,"Vina Don Melchor, Cabernet Sauvignon, Puente Alto",2021,6x75cl,,97,13," $1,150.00 "
Chile,Central Valley,Vinedo Chadwick,"Vinedo Chadwick, Maipo Valley",2014,3x75cl,94,93,1," $1,194.00 "
France,Beaujolais,Thibault Liger-Belair,"Thibault Liger-Belair, Moulin-a-Vent, Les Vieilles Vignes",2017,12x75cl,,,20, $792.00 
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2015,6x75cl,90,89,38, $985.00 
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2016,12x75cl,93,92,12," $1,809.00 "
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2016,6x75cl,93,92,10, $828.00 
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2017,12x75cl,90,91,9," $1,483.00 "
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2017,6x75cl,90,91,4, $687.00 
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2018,6x75cl,91,93,2, $752.00 
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2019,6x75cl,92,90,55, $715.00 
France,Bordeaux,Angelus,"Carillon d'Angelus, Saint-Emilion Grand Cru",2020,12x75cl,92,93,25," $1,647.00 "
France,Bordeaux,Angelus,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2014,12x75cl,94,96,1," $3,967.00 "
France,Bordeaux,Angelus,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2015,6x75cl,97,97,4," $1,905.00 "
France,Bordeaux,Angelus,"Chateau Angelus Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2019,6x75cl,96,97,2," $2,465.00 "
France,Bordeaux,Angelus,"Chateau Angelus Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2010,6x75cl,99,97,3," $2,100.00 "
France,Bordeaux,Ausone,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,6x75cl,99,97,1," $5,292.00 "
France,Bordeaux,Ausone,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2017,3x75cl,98,97,3," $1,282.00 "
France,Bordeaux,Ausone,"Chateau Ausone Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2018,3x75cl,100,97,1," $2,417.00 "
France,Bordeaux,Batailley,"Chateau Batailley 5eme Cru Classe, Pauillac",2005,12x75cl,93,92.5,1," $1,037.00 "
France,Bordeaux,Batailley,"Chateau Batailley 5eme Cru Classe, Pauillac",2010,12x75cl,90,94,1," $1,350.00 "
France,Bordeaux,Batailley,"Chateau Batailley 5eme Cru Classe, Pauillac",2015,12x75cl,94,91,2," $1,184.00 "
France,Bordeaux,Batailley,"Chateau Batailley 5eme Cru Classe, Pauillac",2019,12x75cl,93,94,22, $726.00 
France,Bordeaux,Batailley,"Chateau Batailley 5eme Cru Classe, Pauillac",2020,12x75cl,92.5,93,4, $773.00 
France,Bordeaux,Beaumont,"Chateau Beaumont, Haut-Medoc",2020,6x75cl,88,92,2, $248.00 
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2005,12x75cl,91,93.5,1," $2,063.00 "
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2008,12x75cl,89,95,1," $1,695.00 "
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2009,12x75cl,100,91,2," $3,136.00 "
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2009,6x75cl,100,91,2," $2,076.00 "
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2010,12x75cl,,,2," $3,525.00 "
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2016,12x75cl,97,93,12," $2,134.00 "
France,Bordeaux,Beausejour (Duffau-Lagarrosse),"Chateau Beausejour (Duffau-Lagarrosse) Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,6x75cl,96,94,2, $715.00 
France,Bordeaux,Beau-Sejour Becot,"Chateau Beau-Sejour Becot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2018,12x75cl,94,93,5," $1,264.00 "
France,Bordeaux,Beau-Sejour Becot,"Chateau Beau-Sejour Becot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,6x75cl,94,95,16, $451.00 
France,Bordeaux,Beau-Sejour Becot,"Chateau Beau-Sejour Becot Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2020,6x75cl,95.5,97,36, $519.00 
France,Bordeaux,Bellevue Mondotte,"Bellevue Mondotte, Saint-Emilion Grand Cru",2009,6x75cl,100,95,1," $2,747.00 "
France,Bordeaux,Bellevue Mondotte,"Bellevue Mondotte, Saint-Emilion Grand Cru",2015,6x75cl,94,96,5, $824.00 
France,Bordeaux,Bellevue Mondotte,"Bellevue Mondotte, Saint-Emilion Grand Cru",2016,6x75cl,96,93,1," $1,056.00 "
France,Bordeaux,Berliquet,"Chateau Berliquet Grand Cru Classe, Saint-Emilion Grand Cru",2005,12x75cl,89,90,1," $1,033.00 "
France,Bordeaux,Berliquet,"Chateau Berliquet Grand Cru Classe, Saint-Emilion Grand Cru",2018,12x75cl,93,88,4, $893.00 
France,Bordeaux,Berliquet,"Chateau Berliquet Grand Cru Classe, Saint-Emilion Grand Cru",2019,6x75cl,94,91,19, $389.00 
France,Bordeaux,Berliquet,"Chateau Berliquet Grand Cru Classe, Saint-Emilion Grand Cru",2020,6x75cl,94,92,15, $406.00 
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2010,12x75cl,93,94,3," $2,141.00 "
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2014,12x75cl,92,90,7," $1,636.00 "
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2016,12x75cl,95,95,3," $1,893.00 "
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2016,6x75cl,95,95,1, $933.00 
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2018,6x75cl,95,93,2, $729.00 
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2019,6x75cl,94,94,1, $931.00 
France,Bordeaux,Beychevelle,"Chateau Beychevelle 4eme Cru Classe, Saint-Julien",2020,6x75cl,93.5,96,1, $777.00 
France,Bordeaux,Branaire-Ducru,"Chateau Branaire-Ducru 4eme Cru Classe, Saint-Julien",2009,12x75cl,94,92,2," $1,534.00 "
France,Bordeaux,Branaire-Ducru,"Chateau Branaire-Ducru 4eme Cru Classe, Saint-Julien",2018,12x75cl,93,93,2," $1,025.00 "
France,Bordeaux,Branaire-Ducru,"Chateau Branaire-Ducru 4eme Cru Classe, Saint-Julien",2019,6x75cl,95,92,1, $462.00 
France,Bordeaux,Branaire-Ducru,"Chateau Branaire-Ducru 4eme Cru Classe, Saint-Julien",2020,12x75cl,94,95,2," $1,063.00 "
France,Bordeaux,Brane-Cantenac,"Chateau Brane-Cantenac 2eme Cru Classe, Margaux",2016,12x75cl,97,93,4," $1,019.00 "
France,Bordeaux,Brane-Cantenac,"Chateau Brane-Cantenac 2eme Cru Classe, Margaux",2017,12x75cl,92,91,1," $1,062.00 "
France,Bordeaux,Brane-Cantenac,"Chateau Brane-Cantenac 2eme Cru Classe, Margaux",2017,6x75cl,92,91,2, $642.00 
France,Bordeaux,Brane-Cantenac,"Chateau Brane-Cantenac 2eme Cru Classe, Margaux",2019,6x75cl,97,,10, $482.00 
France,Bordeaux,Branon,"Chateau Branon, Rouge, Pessac-Leognan",2009,6x75cl,98,93,1," $1,005.00 "
France,Bordeaux,Branon,"Chateau Branon, Rouge, Pessac-Leognan",2010,6x75cl,97,93,1, $951.00 
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2010,12x75cl,89,94,1," $2,378.00 "
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2015,6x75cl,93,94,1, $743.00 
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2017,3x150cl,95,91,1, $650.00 
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2018,6x75cl,97,92,3," $1,008.00 "
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2019,6x75cl,93,94,1, $920.00 
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2020,6x75cl,97,96,1, $873.00 
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2021,1x75cl,95.5,96,2, $151.00 
France,Bordeaux,Calon Segur,"Chateau Calon Segur 3eme Cru Classe, Saint-Estephe",2021,6x75cl,95.5,96,1, $768.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",1990,6x150cl,88,,1," $2,695.00 "
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2002,12x75cl,89,87.5,2," $1,645.00 "
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2011,6x75cl,93,90,1, $699.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,12x75cl,89,85,1," $1,020.00 "
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,6x75cl,89,85,4, $523.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2014,12x75cl,94,95,1," $1,190.00 "
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2015,12x75cl,96,97,4," $2,841.00 "
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2016,6x75cl,98,95,3, $846.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2017,6x75cl,96,97,6, $632.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2018,6x75cl,97,96,13, $923.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,6x75cl,97,95,4, $897.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2020,6x75cl,100,100,8, $897.00 
France,Bordeaux,Canon,"Chateau Canon Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2021,6x75cl,95,93,2, $604.00 
France,Bordeaux,Canon la Gaffeliere,"Chateau Canon la Gaffeliere Grand Cru Classe, Saint-Emilion Grand Cru",2010,12x75cl,96,92,1," $1,482.00 "
France,Bordeaux,Canon la Gaffeliere,"Chateau Canon la Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,12x75cl,89,89.5,2, $909.00 
France,Bordeaux,Canon la Gaffeliere,"Chateau Canon la Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,6x75cl,96,93,8, $592.00 
France,Bordeaux,Cantemerle,"Chateau Cantemerle 5eme Cru Classe, Haut-Medoc",2019,6x75cl,92,93,26, $335.00 
France,Bordeaux,Cantenac Brown,"Chateau Cantenac Brown 3eme Cru Classe, Margaux",2018,6x75cl,92,94,13, $503.00 
France,Bordeaux,Certan de May,"Chateau Certan de May, Pomerol",2008,12x75cl,89,91,1," $1,237.00 "
France,Bordeaux,Certan de May,"Chateau Certan de May, Pomerol",2009,12x75cl,93,95,1," $1,633.00 "
France,Bordeaux,Cheval Blanc,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2005,6x75cl,100,100,1," $6,040.00 "
France,Bordeaux,Cheval Blanc,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2010,6x75cl,100,93,2," $5,917.00 "
France,Bordeaux,Cheval Blanc,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2011,3x150cl,94,94,1," $2,745.00 "
France,Bordeaux,Cheval Blanc,"Chateau Cheval Blanc Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2016,3x150cl,100,98,1," $4,829.00 "
France,Bordeaux,Clerc Milon,"Chateau Clerc Milon 5eme Cru Classe, Pauillac",2019,6x75cl,95,93,2, $753.00 
France,Bordeaux,Climens,"Chateau Climens Premier Cru Classe, Barsac",2016,6x75cl,96,94,1, $513.00 
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2009,12x75cl,96,94,1," $3,173.00 "
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2009,6x75cl,96,94,8," $2,073.00 "
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2013,12x75cl,91,88,3," $1,104.00 "
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2013,6x75cl,91,88,8, $633.00 
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2017,6x75cl,93,88,11, $627.00 
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2018,6x75cl,97,94,12, $735.00 
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2019,6x75cl,97,94,12, $855.00 
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2020,3x75cl,94,95,1, $309.00 
France,Bordeaux,Clinet,"Chateau Clinet, Pomerol",2020,6x75cl,94,95,7, $768.00 
France,Bordeaux,Clos du Marquis,"Clos du Marquis, Saint-Julien",2005,12x75cl,91,91,1," $1,096.00 "
France,Bordeaux,Clos Fourtet,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2003,12x75cl,98,90,2," $1,647.00 "
France,Bordeaux,Clos Fourtet,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2011,12x75cl,93,92,2," $2,057.00 "
France,Bordeaux,Clos Fourtet,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,12x75cl,90,90.5,4," $1,495.00 "
France,Bordeaux,Clos Fourtet,"Clos Fourtet Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,6x75cl,90,90.5,2, $890.00 
France,Bordeaux,Cos d'Estournel,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2009,12x75cl,100,91,2," $4,060.00 "
France,Bordeaux,Cos d'Estournel,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2016,6x75cl,100,100,4," $1,367.00 "
France,Bordeaux,Cos d'Estournel,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2019,6x75cl,97,97,12," $1,045.00 "
France,Bordeaux,Cos d'Estournel,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2020,6x75cl,94,97,10," $1,077.00 "
France,Bordeaux,Cos d'Estournel,"Pagodes de Cos, Saint-Estephe",2017,6x75cl,92,92,7, $365.00 
France,Bordeaux,Coutet,"Chateau Coutet Premier Cru Classe, Barsac",2016,6x75cl,95,91,8, $356.00 
France,Bordeaux,Coutet,"Chateau Coutet Premier Cru Classe, Barsac",2019,6x75cl,96,93,1, $389.00 
France,Bordeaux,Coutet,Opalie de Coutet,2015,6x75cl,90,,8, $275.00 
France,Bordeaux,d'Armailhac,"Chateau d'Armailhac 5eme Cru Classe, Pauillac",2016,12x75cl,93,92,1," $1,266.00 "
France,Bordeaux,d'Armailhac,"Chateau d'Armailhac 5eme Cru Classe, Pauillac",2017,12x75cl,92,89,2," $1,008.00 "
France,Bordeaux,d'Armailhac,"Chateau d'Armailhac 5eme Cru Classe, Pauillac",2018,6x75cl,93,91,3, $529.00 
France,Bordeaux,d'Armailhac,"Chateau d'Armailhac 5eme Cru Classe, Pauillac",2019,6x75cl,93,90,2, $416.00 
France,Bordeaux,d'Armailhac,"Chateau d'Armailhac 5eme Cru Classe, Pauillac",2020,6x75cl,93,92,6, $448.00 
France,Bordeaux,d'Armailhac,"Chateau d'Armailhac 5eme Cru Classe, Pauillac",2021,6x75cl,92,91,6, $508.00 
France,Bordeaux,de Chevalier,"Domaine de Chevalier, Rouge Cru Classe, Pessac-Leognan",2015,6x75cl,95,93,12, $610.00 
