Country,Region,Producer,Wine name,Vintage,Unit size,WA score,Vinous score,Quantity, Offer Price 
France,Rhone,Mas de Boislauzon,"Mas de Boislauzon, Chateauneuf-du-Pape",2011,12x75cl,93,,1, $688.00 
France,Rhone,Patrick & Christophe Bonnefond,"Patrick & Christophe Bonnefond, Cote Rotie, Colline Couzou",2014,12x75cl,87,90,1, $864.00 
France,Rhone,Paul Jaboulet Aine,"Paul Jaboulet Aine, Crozes-Hermitage, Domaine de Thalabert",2018,6x75cl,93,93,2, $409.00 
France,Rhone,Raymond Usseglio,"Domaine Raymond Usseglio, Chateauneuf-du-Pape, Imperiale",2015,6x75cl,94,,1, $502.00 
France,Rhone,Raymond Usseglio,"Domaine Raymond Usseglio, Chateauneuf-du-Pape, Imperiale",2016,6x75cl,95,,4, $517.00 
France,Rhone,Raymond Usseglio,"Domaine Raymond Usseglio, Chateauneuf-du-Pape, Imperiale",2019,12x75cl,,95,9, $994.00 
France,Rhone,Raymond Usseglio,"Domaine Raymond Usseglio, Chateauneuf-du-Pape, Pure Roussanne Blanc",2020,12x75cl,,,4," $1,306.00 "
France,Rhone,Stephane Ogier,"Stephane Ogier, Cote Rotie, Lancement",2015,3x150cl,98,97,1," $2,254.00 "
France,Rhone,Stephane Ogier,"Stephane Ogier, Cote Rotie, Reserve",2013,6x75cl,92,93,1, $701.00 
France,Rhone,Thierry Allemand,"Thierry Allemand, Cornas, Chaillot",2017,6x75cl,,95,1," $1,189.00 "
France,Rhone,Thierry Allemand,"Thierry Allemand, Cornas, Reynard",2015,6x75cl,,98,1," $2,282.00 "
France,Roussillon,du Clos des Fees,"Le Clos des Fees, Cotes du Roussillon-Villages",2015,1x150cl,96,,4, $307.00 
Germany,Mosel,Dr. Loosen,"Dr. Loosen, Erdener Treppchen Riesling GG Alte Reben, Mosel",2019,6x75cl,,,1, $452.00 
Germany,Mosel,Dr. Loosen,"Dr. Loosen, Wehlener Sonnenuhr Riesling GG, Mosel",2019,6x75cl,,,1, $371.00 
Germany,Mosel,Egon Muller,"Egon Muller, Scharzhof Gallais Wiltinger Braune Kupp Riesling Spatlese, Mosel",2020,6x75cl,,94,2, $664.00 
Germany,Mosel,Egon Muller,"Egon Muller, Scharzhof Riesling, Mosel",2013,6x75cl,90,87,2, $658.00 
Germany,Mosel,Egon Muller,"Egon Muller, Scharzhof Riesling, Mosel",2020,12x75cl,,89,7," $1,160.00 "
Germany,Mosel,Egon Muller,"Egon Muller, Scharzhofberger Riesling Kabinett, Mosel",2017,6x75cl,,91,2, $979.00 
Germany,Mosel,Egon Muller,"Egon Muller, Scharzhofberger Riesling Spatlese, Mosel",2018,6x75cl,,94,4," $1,576.00 "
Germany,Mosel,Joh. Jos. Prum,"Joh. Jos. Prum, Wehlener Sonnenuhr Riesling Auslese, Mosel",2020,6x75cl,,,1, $510.00 
Germany,Pfalz,Bassermann-Jordan,"Bassermann-Jordan, Assortment Case, Pfalz",1000,6x75cl,,,7, $566.00 
Germany,Rheingau,Johannisberg,"Schloss Johannisberg, Bronzelack Riesling Trocken, Rheingau",2020,6x75cl,,,6, $408.00 
Germany,Rheingau,Johannisberg,"Schloss Johannisberg, Riesling Grunlack Spatlese, Rheingau",2020,6x75cl,,,5, $478.00 
Germany,Rheingau,Peter Jakob Kuhn,"Peter Jakob Kuhn, Mittelheimer St Nikolaus Riesling Trocken Grosses Gewachs, Rheingau",2018,6x75cl,,,2, $540.00 
Germany,Rheingau,Peter Jakob Kuhn,"Peter Jakob Kuhn, Oestricher Doosberg Riesling GG, Rheingau",2017,6x75cl,,94,4, $435.00 
Germany,Rheingau,Peter Jakob Kuhn,"Peter Jakob Kuhn, Oestricher Doosberg Riesling GG, Rheingau",2019,6x75cl,,,4, $686.00 
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2005,1x150cl,,92,1," $4,194.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2006,1x75cl,,,2," $2,949.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2007,1x75cl,,,2," $2,486.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2010,1x75cl,,94,1," $1,989.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2011,1x75cl,,92,3," $3,214.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2012,1x75cl,,96,1," $1,754.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2015,1x75cl,95,,1," $2,084.00 "
Germany,Rheinhessen,Keller,"Keller, G-Max, Rheinhessen",2016,1x75cl,96,,1," $1,674.00 "
Germany,Rheinhessen,Kuhling-Gillot,"Kuhling-Gillot, Hipping Riesling GG, Rheinhessen",2018,6x75cl,94,92,4, $629.00 
Germany,Rheinhessen,Kuhling-Gillot,"Kuhling-Gillot, Pettenthal Riesling GG, Rheinhessen",2018,6x75cl,96,92,1, $637.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia",2014,6x75cl,92,,2, $818.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia",2017,6x75cl,,,6, $568.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Cicala",2011,6x75cl,93,91,3, $902.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Cicala",2014,6x75cl,94,94,4, $915.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Cicala",2016,6x75cl,96,92,1, $905.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Cicala",2018,6x75cl,,91,1," $1,049.00 "
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Colonnello",2012,6x75cl,90,87,1," $1,278.00 "
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Colonnello",2014,6x75cl,91,92,1," $1,226.00 "
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Colonnello",2017,6x75cl,,92,6, $642.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Romirasco",2014,6x75cl,94,93,5, $989.00 
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Romirasco",2016,6x75cl,95,93,2," $1,822.00 "
Italy,Piedmont,Aldo Conterno,"Poderi Aldo Conterno, Barolo, Bussia Romirasco",2017,6x75cl,,94,1," $1,278.00 "
Italy,Piedmont,Alessandria,"Fratelli Alessandria, Barolo, Gramolere",2005,6x75cl,93,93,1, $553.00 
Italy,Piedmont,Azelia,"Azelia, Barolo",2016,6x75cl,93,93,4, $484.00 
Italy,Piedmont,Azelia,"Azelia, Barolo, Margheria",2016,12x75cl,95,95.5,3," $1,563.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Asili",2003,6x75cl,92,93,1," $1,196.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Asili",2012,6x75cl,94,94,4," $1,197.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Asili",2017,6x75cl,,,6, $969.00 
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Asili",2019,6x75cl,,,4," $1,109.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Asili Riserva",2011,6x75cl,95,89,6," $1,872.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Rabaja",2014,6x75cl,95,96,1," $1,203.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbaresco, Santo Stefano di Neive",2001,6x75cl,94,94,1," $1,913.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barbera d'Alba",2019,6x75cl,,,5, $395.00 
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto",2011,6x75cl,94,92,1," $1,384.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto",2016,6x75cl,,,1," $1,669.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto",2017,6x75cl,,,2," $1,392.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto",2019,6x75cl,,90,2, $918.00 
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto Le Rocche del Falletto Riserva",2008,6x75cl,,88,2," $2,374.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto Vigna Le Rocche Riserva",2016,3x150cl,,,1," $3,629.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto Vigna Le Rocche Riserva",2016,6x75cl,,,1," $4,005.00 "
Italy,Piedmont,Bruno Giacosa,"Bruno Giacosa, Barolo, Falletto Vigna Le Rocche Riserva",2017,6x75cl,,,2," $2,653.00 "
Italy,Piedmont,Bruno Rocca,"Bruno Rocca, Barbaresco, Curra Riserva",2012,3x75cl,93,95,1, $524.00 
Italy,Piedmont,Cavallotto,"Cavallotto, Barolo, Bricco Boschis",2016,6x75cl,98,93,4, $728.00 
Italy,Piedmont,Ceretto,"Ceretto, Barolo",2016,6x75cl,95,91,10, $436.00 
Italy,Piedmont,Ceretto,"Ceretto, Barolo, Brunate",2006,6x75cl,93,93,1," $1,162.00 "
Italy,Piedmont,Ceretto,"Ceretto, Barolo, Brunate",2016,6x75cl,97,95,1, $963.00 
Italy,Piedmont,Ceretto,"Ceretto, Barolo, Prapo",2016,6x75cl,97,95,1, $724.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Cannubi",2016,6x75cl,98,98,10," $1,212.00 "
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Cannubi",2017,6x75cl,,95,1, $674.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Cannubi",2019,6x75cl,,97,2, $790.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Mosconi",2015,6x75cl,94,93,4, $602.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Mosconi",2016,6x75cl,96,96,30, $739.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Mosconi",2018,6x75cl,,94,1, $649.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Mosconi",2019,6x75cl,,98,3, $696.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Via Nuova",2017,6x75cl,,94,5, $444.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Barolo, Via Nuova",2019,6x75cl,,97,2, $689.00 
Italy,Piedmont,Chiara Boschis (Azienda Agricola E. Pira e Figli),"Chiara Boschis (Azienda Agricola E. Pira e Figli), Langhe, Nebbiolo",2021,6x75cl,,,8, $333.00 
Italy,Piedmont,Conterno Fantino,"Azienda Agricola Conterno Fantino, Barolo, Castelletto Castelleto Pressenda",2016,6x75cl,96,94.5,23, $659.00 
Italy,Piedmont,Conterno Fantino,"Azienda Agricola Conterno Fantino, Barolo, Castelletto Castelleto Pressenda",2017,6x75cl,,94,18, $708.00 
Italy,Piedmont,Conterno Fantino,"Azienda Agricola Conterno Fantino, Barolo, Castelletto Castelleto Pressenda",2018,6x75cl,,94,6, $448.00 
Italy,Piedmont,Conterno Fantino,"Conterno Fantino, Barolo, Ginestra Sori",2018,6x75cl,,93,5, $536.00 
Italy,Piedmont,Conterno Fantino,"Conterno Fantino, Barolo, Vigna del Gris",2016,6x75cl,,,13, $878.00 
Italy,Piedmont,Conterno Fantino,"Conterno Fantino, Barolo, Vigna del Gris",2017,6x75cl,,,15, $577.00 
Italy,Piedmont,Conterno Fantino,"Conterno Fantino, Barolo, Vigna del Gris",2018,6x75cl,,,9, $525.00 
Italy,Piedmont,Domenico Clerico,"Domenico Clerico, Barolo",2016,6x75cl,94,92,6, $349.00 
Italy,Piedmont,Domenico Clerico,"Domenico Clerico, Barolo, Ginestra Ciabot Mentin",2015,6x75cl,97,92,1, $628.00 
Italy,Piedmont,Domenico Clerico,"Domenico Clerico, Barolo, Ginestra Pajana",2004,12x75cl,94,94,1," $2,166.00 "
Italy,Piedmont,Domenico Clerico,"Domenico Clerico, Barolo, Ginestra Pajana",2016,6x75cl,96,90.5,3, $585.00 
Italy,Piedmont,Elio Altare,"Elio Altare, Barolo",2016,6x75cl,94,93,3, $693.00 
Italy,Piedmont,Elio Altare,"Elio Altare, Barolo, Arborina",2012,6x75cl,93,92,1, $842.00 
Italy,Piedmont,Elio Altare,"Elio Altare, Barolo, Arborina",2016,6x75cl,94,95,2, $868.00 
Italy,Piedmont,Elio Grasso,"Elio Grasso, Barolo, Gavarini Chiniera",2016,1x150cl,98,96.5,4, $268.00 
Italy,Piedmont,Elio Grasso,"Elio Grasso, Barolo, Gavarini Chiniera",2016,6x75cl,98,96.5,1, $628.00 
Italy,Piedmont,Elio Grasso,"Elio Grasso, Barolo, Gavarini Chiniera",2017,6x75cl,,96,15, $481.00 
Italy,Piedmont,Elio Grasso,"Elio Grasso, Barolo, Ginestra Casa Mate",2016,1x150cl,97,97,1, $208.00 
Italy,Piedmont,Elio Grasso,"Elio Grasso, Barolo, Ginestra Casa Mate",2017,6x75cl,,96,2, $448.00 
Italy,Piedmont,Francesco Rinaldi e Figli,"Francesco Rinaldi e Figli, Barolo, Brunate",2016,6x75cl,,94,2, $635.00 
Italy,Piedmont,G.D. Vajra,"G.D. Vajra, Barolo, Albe",2016,6x75cl,94,91,4, $539.00 
Italy,Piedmont,Gaja,"Gaja, Barbaresco",2015,1x150cl,93,94,1, $476.00 
Italy,Piedmont,Gaja,"Gaja, Barbaresco",2015,6x75cl,93,94,5," $1,583.00 "
Italy,Piedmont,Gaja,"Gaja, Barbaresco",2016,6x75cl,96,96,15," $1,521.00 "
Italy,Piedmont,Gaja,"Gaja, Barbaresco",2017,3x150cl,95,92,8," $1,126.00 "
Italy,Piedmont,Gaja,"Gaja, Barbaresco",2017,6x75cl,95,92,2," $1,501.00 "
Italy,Piedmont,Gaja,"Gaja, Barbaresco",2018,6x75cl,,93,2," $1,084.00 "
Italy,Piedmont,Gaja,"Gaja, Barbaresco, Sori San Lorenzo",2015,6x75cl,95,94,1," $2,763.00 "
Italy,Piedmont,Gaja,"Gaja, Barbaresco, Sori Tildin",2017,6x75cl,94,92,1," $3,390.00 "
Italy,Piedmont,Gaja,"Gaja, Barolo, Conteisa",2015,6x75cl,,97,3," $1,219.00 "
Italy,Piedmont,Gaja,"Gaja, Barolo, Dagromis",2016,6x75cl,,,2," $1,003.00 "
Italy,Piedmont,Gaja,"Gaja, Barolo, Sperss",2014,6x75cl,,93,16," $1,283.00 "
Italy,Piedmont,Gaja,"Gaja, Barolo, Sperss",2015,6x75cl,,98,3," $2,463.00 "
Italy,Piedmont,Gaja,"Gaja, Barolo, Sperss",2017,6x75cl,,95,2," $2,180.00 "
Italy,Piedmont,Gaja,"Gaja, Barolo, Sperss",2018,6x75cl,,97,4," $2,304.00 "
Italy,Piedmont,Gaja,"Gaja, Langhe, Darmagi",2004,6x75cl,,94,1," $2,132.00 "
Italy,Piedmont,Gaja,"Gaja, Langhe, Gaia & Rey",2019,6x75cl,,95,2," $1,957.00 "
Italy,Piedmont,Gaja,"Gaja, Langhe, Sori San Lorenzo",2009,6x75cl,,95,3," $3,107.00 "
Italy,Piedmont,Giacomo Borgogno & Figli,"Giacomo Borgogno & Figli, Barolo, Riserva",2010,6x75cl,92,94,1, $768.00 
Italy,Piedmont,Giacomo Conterno,"Giacomo Conterno, Barolo, Cerretta",2017,6x75cl,,95,1," $1,620.00 "
Italy,Piedmont,Giacomo Conterno,"Giacomo Conterno, Barolo, Francia",2011,6x75cl,,97,2," $1,651.00 "
Italy,Piedmont,Giacomo Conterno,"Giacomo Conterno, Barolo, Francia Cascina",2005,12x75cl,95,95,1," $3,938.00 "
Italy,Piedmont,Giacomo Conterno,"Giacomo Conterno, Barolo, Monfortino Riserva",2002,12x75cl,98,98,1," $18,624.00 "
Italy,Piedmont,Giacomo Fenocchio,"Giacomo Fenocchio, Barolo",2016,6x75cl,90,87,9, $388.00 
Italy,Piedmont,Giacomo Fenocchio,"Giacomo Fenocchio, Barolo, Bussia",2016,6x75cl,91,95,43, $626.00 
Italy,Piedmont,Giacomo Fenocchio,"Giacomo Fenocchio, Barolo, Castellero",2016,6x75cl,90,93,17, $654.00 
Italy,Piedmont,Giacomo Fenocchio,"Giacomo Fenocchio, Barolo, Villero",2016,6x75cl,92,94,11, $800.00 
Italy,Piedmont,Giuseppe Mascarello e Figlio,"Giuseppe Mascarello e Figlio, Barolo, Monprivato",2018,12x75cl,,94,2," $2,463.00 "
Italy,Piedmont,Giuseppe Mascarello e Figlio,"Giuseppe Mascarello e Figlio, Barolo, Monprivato Ca D'Morissio Riserva",2008,6x75cl,95,,1," $3,429.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Gallina Vursu",2013,6x75cl,,94,17," $1,021.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Gallina Vursu",2014,6x75cl,,93,3, $775.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Gallina Vursu",2015,6x75cl,,96,2," $1,437.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Gallina Vursu",2016,6x75cl,,95,3, $836.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Gallina Vursu",2017,6x75cl,,,1, $856.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Gallina Vursu",2018,6x75cl,,95,6, $744.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Starderi Vursu",2011,6x75cl,94,95,5," $1,049.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Starderi Vursu",2013,6x75cl,94,94,18, $914.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Starderi Vursu",2014,6x75cl,93,93,3," $1,074.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Starderi Vursu",2016,6x75cl,95,96,4," $1,079.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Starderi Vursu",2017,6x75cl,94,94,4, $811.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Starderi Vursu",2018,6x75cl,,95,5, $775.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Valeirano Vursu",2013,6x75cl,,93,12, $798.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Valeirano Vursu",2014,6x75cl,,94,7, $708.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Valeirano Vursu",2015,6x75cl,,95,3, $907.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Valeirano Vursu",2016,6x75cl,,95,6, $837.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Valeirano Vursu",2017,6x75cl,,95,4, $821.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barbaresco, Valeirano Vursu",2018,6x75cl,,94,1, $765.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barolo, Campe",2013,6x75cl,,94,2, $902.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barolo, Campe",2016,6x75cl,,97,8, $693.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barolo, Campe",2017,6x75cl,,94,3, $785.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barolo, Garretti",2017,6x75cl,,90,16, $620.00 
Italy,Piedmont,La Spinetta,"La Spinetta, Barolo, Vigneto Campe",2007,6x75cl,95,94,4," $1,259.00 "
Italy,Piedmont,La Spinetta,"La Spinetta, Barolo, Vigneto Campe",2008,6x75cl,94,95,3," $1,378.00 "
Italy,Piedmont,Luciano Sandrone,"Luciano Sandrone, Barolo, Cannubi Boschis",2009,6x75cl,,93,3," $1,118.00 "
Italy,Piedmont,Luciano Sandrone,"Luciano Sandrone, Barolo, Vigne",2007,6x75cl,96,93,2, $956.00 
Italy,Piedmont,Luciano Sandrone,"Luciano Sandrone, Barolo, Vigne",2010,6x75cl,96,100,1," $1,635.00 "
Italy,Piedmont,Luciano Sandrone,"Luciano Sandrone, Barolo, Vigne",2013,1x150cl,96,98,2, $422.00 
Italy,Piedmont,Luciano Sandrone,"Luciano Sandrone, Barolo, Vigne",2014,6x75cl,94,96,4, $664.00 
Italy,Piedmont,Luigi Einaudi,"Poderi Luigi Einaudi, Barolo, Bussia",2016,6x75cl,,95,4, $643.00 
Italy,Piedmont,Luigi Einaudi,"Poderi Luigi Einaudi, Barolo, Cannubi",2016,6x75cl,,94,2, $495.00 
Italy,Piedmont,Marcarini,"Marcarini, Barolo, Brunate",2014,6x150cl,,,1," $1,037.00 "
Italy,Piedmont,Marengo,"Marengo, Barolo, Bricco Viole",2016,6x75cl,96,92.5,5, $606.00 
Italy,Piedmont,Marengo,"Marengo, Barolo, Brunate",2016,6x75cl,97,93,3, $624.00 
Italy,Piedmont,Massolino,"Massolino, Barolo",2016,12x75cl,94,92,16," $1,347.00 "
Italy,Piedmont,Massolino,"Massolino, Barolo",2016,6x75cl,94,92,31, $660.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Margheria",2015,6x75cl,94,93,9, $590.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Margheria",2016,6x75cl,95,95.5,4, $712.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Margheria",2017,6x75cl,,95,6, $535.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Parafada",2015,6x75cl,95,94,5, $778.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Parussi",2015,6x75cl,95,93,1, $726.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Parussi",2016,6x75cl,96,95,4, $872.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Parussi",2017,6x75cl,,95,6, $658.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Vignarionda Riserva",2012,6x75cl,94,95,1," $1,518.00 "
Italy,Piedmont,Massolino,"Massolino, Barolo, Vignarionda Riserva",2013,6x75cl,97,95,17," $1,013.00 "
Italy,Piedmont,Massolino,"Massolino, Barolo, Vignarionda Riserva",2014,1x150cl,97,98.5,1, $471.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Vignarionda Riserva",2015,3x75cl,,96,1, $450.00 
Italy,Piedmont,Massolino,"Massolino, Barolo, Vignarionda Riserva",2016,6x75cl,,97,1," $1,714.00 "
Italy,Piedmont,Oddero,"Oddero, Barolo",2016,6x75cl,94,92,1, $403.00 
Italy,Piedmont,Oddero,"Oddero, Barolo, Bussia Vigna Mondoca Riserva",2016,1x150cl,,96,2, $346.00 
Italy,Piedmont,Paolo Scavino,"Paolo Scavino, Barolo",2016,6x75cl,95,97,2, $551.00 
Italy,Piedmont,Paolo Scavino,"Paolo Scavino, Barolo, Bricco Ambrogio",2016,6x75cl,94,94,4, $619.00 
Italy,Piedmont,Paolo Scavino,"Paolo Scavino, Barolo, Prapo",2016,6x75cl,96,96,17, $587.00 
Italy,Piedmont,Pianpolvere Soprano,"Pianpolvere Soprano, Barolo, Bussia Riserva",2007,6x75cl,,,1," $1,402.00 "
Italy,Piedmont,Pio Cesare,"Pio Cesare, Barbaresco",2016,6x75cl,93,95,1, $553.00 
Italy,Piedmont,Pio Cesare,"Pio Cesare, Barolo",2015,6x75cl,94,91,7, $661.00 
Italy,Piedmont,Pio Cesare,"Pio Cesare, Barolo",2016,6x75cl,95,92,12, $546.00 
Italy,Piedmont,Pio Cesare,"Pio Cesare, Barolo, Mosconi",2015,1x150cl,95,89,1, $460.00 
Italy,Piedmont,Pio Cesare,"Pio Cesare, Barolo, Mosconi",2016,3x75cl,96,95,16, $736.00 
Italy,Piedmont,Produttori del Barbaresco,"Produttori del Barbaresco, Barbaresco",2013,6x150cl,,90,1, $933.00 
Italy,Piedmont,Prunotto,"Prunotto, Barolo, Bussia",2016,6x75cl,,93,13, $821.00 
Italy,Piedmont,Prunotto,"Prunotto, Barolo, Bussia",2017,6x75cl,,94,9, $527.00 
Italy,Piedmont,Prunotto,"Prunotto, Barolo, Bussia Colonnello Riserva",2013,6x75cl,89,90,3, $945.00 
Italy,Piedmont,Prunotto,"Prunotto, Barolo, Bussia Colonnello Riserva",2015,6x75cl,,93,3," $1,290.00 "
Italy,Piedmont,Prunotto,"Prunotto, Barolo, Cerretta",2018,6x75cl,,93,2, $958.00 
Italy,Piedmont,Renato Ratti,"Renato Ratti, Barolo, Conca",2016,6x75cl,95,94,3, $619.00 
Italy,Piedmont,Renato Ratti,"Renato Ratti, Barolo, Marcenasco",2016,6x75cl,94,90,4, $656.00 
Italy,Piedmont,Renato Ratti,"Renato Ratti, Barolo, Rocche dell'Annunziata",2016,6x75cl,96,94,22," $1,310.00 "
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Asili Vecchie Viti",2012,6x75cl,,95,2," $1,908.00 "
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Montefico Vecchie Viti",2011,6x75cl,,94,1," $1,400.00 "
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Paje",2012,6x75cl,,95,6, $905.00 
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Paje",2015,6x75cl,,94,2," $1,395.00 "
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Paje Crichet",2008,1x75cl,,97,1," $1,079.00 "
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Paje Crichet",2010,1x75cl,98,98,2," $1,241.00 "
Italy,Piedmont,Roagna,"Roagna, Barbaresco, Paje Vecchie Viti",2010,6x75cl,,95,2," $3,610.00 "
Italy,Piedmont,Roagna,"Roagna, Barolo, Pira",2010,6x75cl,,95,1," $1,191.00 "
Italy,Piedmont,Roagna,"Roagna, Barolo, Pira",2013,6x75cl,96,95,4, $782.00 
Italy,Piedmont,Roagna,"Roagna, Barolo, Pira Vecchie Viti",2011,6x75cl,,94,1," $1,485.00 "
Italy,Piedmont,Roagna,"Roagna, Barolo, Pira Vecchie Viti",2012,6x75cl,,96,2," $2,057.00 "
Italy,Piedmont,Roberto Voerzio,"Roberto Voerzio, Barolo, Brunate",2016,6x75cl,,,2," $1,429.00 "
Italy,Piedmont,Roberto Voerzio,"Roberto Voerzio, Barolo, Cerequio",2016,6x75cl,,,6," $1,806.00 "
Italy,Piedmont,Roberto Voerzio,"Roberto Voerzio, Barolo, Comune di La Morra",2016,6x75cl,93,91,6, $612.00 
Italy,Piedmont,Roberto Voerzio,"Roberto Voerzio, Barolo, Comune di La Morra",2019,6x75cl,,,5, $964.00 
Italy,Piedmont,Roberto Voerzio,"Roberto Voerzio, Barolo, Fossati",2016,6x75cl,,,5," $1,502.00 "
Italy,Piedmont,Roberto Voerzio,"Roberto Voerzio, Barolo, Fossati",2018,3x75cl,,,2, $690.00 
